ach,com,dpa_descan,dpa_despar,dpa_despro,eac,fen,frm,nam,objectid,plz,rgm,sol,tipo_mineral,tmm,ttm
34,QUISQUIS,AZOGUES,AZOGUES,CAÑAR,INSCRITA,1698814800000,,10001001,493848,24,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS, GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PROVINCIA DEL CANAR
4,MULALILLO II GADPC,SALCEDO,MULALILLO,COTOPAXI,INSCRITA,1716786000000,,20000675,493850,24,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS, GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PROVINCIA DE COTOPAXI
30,GADPZCH SHAMATAK,NANGARITZA,NUEVO PARAISO,ZAMORA CHINCHIPE,TRAMITE,,,50001540,493852,48,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS, GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PROVINCIAL DE ZAMORA CHINCHIPE
10,DELIA MARIA,VALENCIA,VALENCIA,LOS RIOS,INSCRITA,1713330000000,,70002505,493853,24,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS, GOBIERNO PROVINCIAL DE LOS RIOS
18,COSTA AZUL ,VALENCIA,VALENCIA,LOS RIOS,INSCRITA,1714107600000,,70002506,493854,24,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS, GOBIERNO PROVINCIAL DE LOS RIOS
60,RIO TOACHI,SANTO DOMINGO,ALLURIQUIN,SANTO DOMINGO DE LOS TSACHILAS,INSCRITA,1698728400000,,70002507,493855,60,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,PIEDRA DE RIO, GAD PROVINCIAL DE PICHINCHA
12,GADPZCH MARIPOSA,NANGARITZA,NUEVO PARAISO,ZAMORA CHINCHIPE,TRAMITE,,,50001541,493856,48,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS, GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PROVINCIAL DE ZAMORA CHINCHIPE
10,RIO DOMONO,MORONA,SAN ISIDRO,MORONA SANTIAGO,TRAMITE,,,90000700,493858,24,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS, GOBIERNO MUNICIPAL CANTON MORONA
16,GADPMS CHIKICHIKENTZA,MORONA,CUCHAENTZA,MORONA SANTIAGO,INSCRITA,1701838800000,,90000701,493859,36,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS, GAD DE LA PROVINCIA DE MORONA SANTIAGO
6,GADPE MINA AMAZOMAS,ESMERALDAS,CAMARONES (CAB. EN SAN VICENTE),ESMERALDAS,INSCRITA,1721710800000,,40000905,493860,60,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS, GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PROVINCIA DE ESMERALDAS
6,GADPE MINA EL AGUACATE II,ATACAMES,TONCHIGUE,ESMERALDAS,INSCRITA,1721710800000,,40000906,493861,60,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS, GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PROVINCIA DE ESMERALDAS
6,GADPE MINA TASECHE,ATACAMES,TONSUPA,ESMERALDAS,INSCRITA,1721710800000,,40000907,493862,60,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS, GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PROVINCIA DE ESMERALDAS
7,GALILEA ,NARANJITO,NARANJITO,GUAYAS,TRAMITE,,,70002509,493863,24,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS, GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON NARANJITO
1,COMANCHE UNO GADMP,PALORA,16 DE AGOSTO,MORONA SANTIAGO,TRAMITE,,,90000702,493864,12,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS, GOBIERNO AUTONOMO DESENTRALIZADO MUNICIPIO DE PALORA
20,PAGRAN,GUALACEO,DANIEL CORDOVA TORAL,AZUAY,INSCRITA,1765774800000,,10001004,493866,24,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,CASCAJO, GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DANIEL CORDOVA TORAL
4,GPA MOLLETURO,CUENCA,MOLLETURO,AZUAY,TRAMITE,,,10001005,493867,24,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,CASCAJO, GOBIERNO AUTONOMO DESCENTRALIZADO PROVINCIAL DEL AZUAY
17,CHACARITA,VENTANAS,ZAPOTAL,LOS RIOS,INSCRITA,1709182800000,,70002510,493868,24,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS, GOBIERNO PROVINCIAL DE LOS RIOS
12,EL PLACER,BABAHOYO,FEBRES CORDERO (LAS JUNTAS. CAB. EN MATA DE CACAO),LOS RIOS,INSCRITA,1717131600000,,70002511,493869,24,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS, GOBIERNO PROVINCIAL DE LOS RIOS
8,NUEVA CLARA ,BABAHOYO,LA UNION,LOS RIOS,INSCRITA,1717131600000,,70002512,493870,24,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS, GOBIERNO PROVINCIAL DE LOS RIOS
15,GADPZCH EL GUISMI,EL PANGUI,EL GUISME,ZAMORA CHINCHIPE,TRAMITE,,,50001543,493873,48,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS, GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PROVINCIAL DE ZAMORA CHINCHIPE
11,OJIVA 2,BABAHOYO,LA UNION,LOS RIOS,INSCRITA,1706590800000,,70002513,493874,24,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS, GOBIERNO PROVINCIAL DE LOS RIOS
2,GAD NARANJAL 2,NARANJAL,TAURA,GUAYAS,TRAMITE,,,70002514,493875,24,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS, GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON NARANJAL
36,SAN PABLO,VALENCIA,VALENCIA,LOS RIOS,INSCRITA,1717131600000,,70002515,493876,24,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS, GOBIERNO PROVINCIAL DE LOS RIOS
8,GADCCC CUJE 2 CP,CENTINELA DEL CONDOR,ZUMBI,ZAMORA CHINCHIPE,INSCRITA,1714453200000,,50001544,493877,48,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,PIEDRA DE RIO, GOBIERNO AUTONOMO DESCENTRALIZADO DEL CANTON CENTINELA DEL CONDOR
11,GMC SANTA ANA,CUENCA,SANTA ANA,AZUAY,INSCRITA,1764306000000,,10001007,493878,24,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS, GAD MUNICIPAL DE CUENCA
17,SIBIMBE,VENTANAS,VENTANAS,LOS RIOS,INSCRITA,1722402000000,,70002516,493879,24,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS, GOBIERNO PROVINCIAL DE LOS RIOS
2500,LA VICTORIA,CHILLANES,CHILLANES,BOLIVAR,INSCRITA,1110258000000,EXPLORACION-EXPLOTACION,200601,493880,297,PEQUEÑA MINERIA,CONCESION MINERA,METALICO,ORO, CENCOMATT S.A.
6,PLAYA PUENTE SHIMPIS,LOGROÑO,SHIMPIS,MORONA SANTIAGO,TRAMITE,,,90000704,494280,24,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS, GOBIERNO AUTONOMO DESCENTRALIZADO DE LOGROÑO
8,JESSYTA SALACHE,SALCEDO,SAN MIGUEL,COTOPAXI,TRAMITE,,,20000676,494281,24,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS, GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON SALCEDO
180,FABIAN ANDRES,CHINCHIPE,CHITO,ZAMORA CHINCHIPE,INSCRITA,1484888400000,EXPLORACION-EXPLOTACION,50000859,494282,300,PEQUEÑA MINERIA,CONCESION MINERA,METALICO,ORO,CORDERO ORTIZ GUILLERMO ALEJANDRO
93,FABIAN ANDRES II,CHINCHIPE,CHITO,ZAMORA CHINCHIPE,INSCRITA,1686805200000,EXPLORACION-EXPLOTACION,50001520,494283,223,PEQUEÑA MINERIA,CONCESION MINERA,METALICO,ORO,OROALVA CIA.LTDA.
481,PINGLIO 1,PONCE ENRIQUEZ,PONCE ENRIQUEZ,AZUAY,INSCRITA,1003726800000,EXPLORACION-EXPLOTACION,6,494682,257,PEQUEÑA MINERIA,CONCESION MINERA,METALICO,ORO PLATA, COMPANIA GRUMINTOR S.A
15,BALCERIO,QUINSALOMA,QUINSALOMA,LOS RIOS,TRAMITE,,,70002518,495082,24,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS, GOBIERNO PROVINCIAL DE LOS RIOS
18,SALANETA,URDANETA,RICAURTE,LOS RIOS,INSCRITA,1709182800000,,70002519,495083,24,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS, GOBIERNO PROVINCIAL DE LOS RIOS
16,CARACOL,BABAHOYO,LA UNION,LOS RIOS,INSCRITA,1714107600000,,70002520,495084,24,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS, GOBIERNO PROVINCIAL DE LOS RIOS
39,GADPZCH VALLADOLID,PALANDA,VALLADOLID,ZAMORA CHINCHIPE,INSCRITA,1706677200000,,50001547,495086,48,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS, GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PROVINCIAL DE ZAMORA CHINCHIPE
5,BELLAVISTA,PAQUISHA,BELLAVISTA,ZAMORA CHINCHIPE,TRAMITE,,,50001548,495090,48,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS, GAD MUNICIPAL DE PAQUISHA
12,MINA CHIQUICAHUA 1,AMBATO,PILAGUIN (PILAHUIN),TUNGURAHUA,INSCRITA,1708318800000,,20000677,495489,36,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS, GOBIERNO AUTONOMO DESCENTRALIZADO PROVINCIAL DE TUNGURAHUA
92,PILLIGSILLI GADPC,LATACUNGA,POALO,COTOPAXI,TRAMITE,,,20000678,495490,12,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS, GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PROVINCIA DE COTOPAXI
99,MINA CHIQUICAHUA 3,AMBATO,PILAGUIN (PILAHUIN),TUNGURAHUA,INSCRITA,1708405200000,,20000679,495491,36,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS, GOBIERNO AUTONOMO DESCENTRALIZADO PROVINCIAL DE TUNGURAHUA
300,CIERVO,PONCE ENRIQUEZ,CARMEN DE PIJILI,AZUAY,TRAMITE,, ,10001003,495492,300,PEQUEÑA MINERIA,CONCESION MINERA,METALICO,ORO,EXPORTADORA AURIFERA S.A. EXPAUSA
291,METALESA,CHINCHIPE,CHITO,ZAMORA CHINCHIPE,INSCRITA,1706158800000,EXPLORACION-EXPLOTACION,50001545,495892,300,PEQUEÑA MINERIA,CONCESION MINERA,METALICO,ORO,ROMERO GUAYCHA MILTON DENIS
18,UNION DE CHICAÑA,YANTZAZA,YANTZAZA,ZAMORA CHINCHIPE,TRAMITE,,,50001549,496293,48,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS, GOBIERNO AUTONOMO DESENTRALIZADO MUNICIPAL DE YANTZAZA
93,MTOP FUMISA 2,BUENA FE,PATRICIA PILAR,LOS RIOS,INSCRITA,1719982800000,,70002521,496294,48,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS, MINISTERIO DE TRANSPORTE Y OBRAS PUBLICAS
30,LA FLORIDA 2,ESMERALDAS,SAN MATEO,ESMERALDAS,INSCRITA,1505797200000,EXPLORACION-EXPLOTACION,08011603,496295,233,PEQUEÑA MINERIA,CONCESION MINERA,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,GARZON LUNA OSCAR RUBEN
30,SAN LORENZO,LORETO,PUERTO MURIALDO,ORELLANA,INSCRITA,1758085200000,,100000688,496296,48,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,ARENA, GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL PUERTO MURIALDO
542,MTOP RIO BALAO 2,BALAO,BALAO,GUAYAS,INSCRITA,1668402000000,,70002434,496298,24,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS, MINISTERIO DE TRANSPORTE Y OBRAS PUBLICAS
4,SAN FERNANDO 1,SAN FERNANDO,CHUMBLIN,AZUAY,INSCRITA,1712552400000,,10001011,496698,24,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS, GAD MUNICIPAL DE SAN FERNANDO
4,GADMA MINA SALIMA,ATACAMES,TONSUPA,ESMERALDAS,TRAMITE,,,40000910,496703,60,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,CASCAJO, GOBIERNO AUTONOMO DECENTRALIZADO MUNICIPAL DE ATACAMES
15,LORENA DOS,EL GUABO,LA IBERIA,EL ORO,INSCRITA,1687150800000,EXPLORACION INICIAL,30000948,496704,360,REGIMEN GENERAL,CONCESION MINERA,MATERIAL DE CONSTRUCCION,ARENA,ISABEL MARISOL FARIAS GONZALES
2,PASO AL SECTOR LA UNION,LOGROÑO,LOGROÑO,MORONA SANTIAGO,INSCRITA,1710478800000,,90000707,497105,24,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS, GOBIERNO AUTONOMO DESCENTRALIZADO DE LOGROÑO
17,ARENALES DEL PANTANAL 2,EL GUABO,LA IBERIA,EL ORO,INSCRITA,1273467600000,EXPLORACION INICIAL,3632,497108,360,REGIMEN GENERAL,CONCESION MINERA,,ARENA,AGUILAR AGUILAR ANGEL ERNESTO
38,MTOP PIFO,QUITO,PIFO,PICHINCHA,INSCRITA,1710133200000,,100000690,497508,24,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS, MINISTERIO DE TRANSPORTE Y OBRAS PUBLICAS
32,EL PLAYON,PAQUISHA,BELLAVISTA,ZAMORA CHINCHIPE,TRAMITE,,,50001551,497509,48,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS, GAD MUNICIPAL DE PAQUISHA
13,CERRO QUEMADO,SAN CRISTOBAL,PUERTO BAQUERIZO MORENO. CABECERA CANTONAL Y CAPITAL PROVINCIAL,GALAPAGOS,INSCRITA,1710219600000,,70002524,497510,24,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,CASCAJO, CONSEJO DE GOBIERNO DEL REGIMEN ESPECIAL DE GALAPAGOS
17,SAN BERNABE DOS,SAN MIGUEL DE LOS BANCOS,SAN MIGUEL DE LOS BANCOS,PICHINCHA,INSCRITA,1731387600000,,100000700,497511,48,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,PIEDRA DE RIO, GAD PROVINCIAL DE PICHINCHA
27,MINA LA AMARILLA,GONZALO PIZARRO,PUERTO LIBRE,SUCUMBIOS,INSCRITA,1711515600000,,40000918,497513,48,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS, GOBIERNO AUTNOMO DESCENTRALIZADO MUNICIPAL DEL CANTN GONZALO PIZARRO
10,MINA PUCHUCHOA GADMCGP,GONZALO PIZARRO,PUERTO LIBRE,SUCUMBIOS,INSCRITA,1711515600000,,40000919,497514,48,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS, GOBIERNO AUTNOMO DESCENTRALIZADO MUNICIPAL DEL CANTN GONZALO PIZARRO
4,YURUPASA,SANTIAGO,TAYUZA,MORONA SANTIAGO,TRAMITE,,,90000708,497516,24,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS, GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON SANTIAGO
9,MINA LUCERO,SANTIAGO,SANTIAGO,MORONA SANTIAGO,INSCRITA,1734411600000,,90000710,497517,24,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,CASCAJO, GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON SANTIAGO
3,CHULLA LLUSHIN  GADMP,PALORA,SANGAY (CAB. EN YANAMANACA),MORONA SANTIAGO,TRAMITE,,,90000711,497518,24,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS, GOBIERNO AUTONOMO DESENTRALIZADO MUNICIPIO DE PALORA
22,EL SALTO,SANTIAGO DE PILLARO,PRESIDENTE URBINA (CHAGRAPAMBA  PATZUCUL),TUNGURAHUA,INSCRITA,1716958800000,,20000681,497519,24,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS, GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE SANTIAGO DE PILLARO
6,CUSHCUD,RIOBAMBA,LICAN,CHIMBORAZO,INSCRITA,1721797200000,,20000682,497520,24,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS, GOBIERNO AUTONOMO DESCENTRALIZADO PROVICIAL DE CHIMBORAZO
51,GADPZCH YAYU,NANGARITZA,NUEVO PARAISO,ZAMORA CHINCHIPE,TRAMITE,,,50001553,497521,48,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS, GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PROVINCIAL DE ZAMORA CHINCHIPE
6,ISINCHE  DE SANTODOMINGO GADMIP,PUJILI,PUJILI,COTOPAXI,INSCRITA,1713330000000,,20000683,497522,24,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS, GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL INTERCULTURAL DEL CANTON PUJILI 
41,GADPZCH UNGACHI,CHINCHIPE,PUCAPAMBA,ZAMORA CHINCHIPE,INSCRITA,1719378000000,,50001554,497523,48,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,CASCAJO, GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PROVINCIAL DE ZAMORA CHINCHIPE
28,RENACER 1,QUININDE,MALIMPIA,ESMERALDAS,INSCRITA,1712120400000,,40000922,497525,60,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS, GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON QUININDE
6,GADPMS PATUCA,SANTIAGO,PATUCA,MORONA SANTIAGO,TRAMITE,,,90000712,497526,24,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,PIEDRA DE RIO, GAD DE LA PROVINCIA DE MORONA SANTIAGO
20,GADPMS SANTIAGO,TIWINTZA,SANTIAGO,MORONA SANTIAGO,TRAMITE,,,90000713,497527,36,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,PIEDRA DE RIO, GAD DE LA PROVINCIA DE MORONA SANTIAGO
8,GADPE MINA CALLEMANZA,QUININDE,MALIMPIA,ESMERALDAS,TRAMITE,,,40000924,497528,72,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,PIEDRA DE RIO, GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PROVINCIA DE ESMERALDAS
12,GADPE MINA NUEVA ESPERANZA,QUININDE,QUININDE,ESMERALDAS,INSCRITA,1752814800000,,40000925,497529,72,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,PIEDRA DE RIO, GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PROVINCIA DE ESMERALDAS
15,GADPE MINA RIO BLANCO,QUININDE,CHURA (CHANCAMA. CAB EN YERBERO),ESMERALDAS,INSCRITA,1752728400000,,40000926,497530,72,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,PIEDRA DE RIO, GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PROVINCIA DE ESMERALDAS
14,SAN FERNANDO 2,SAN FERNANDO,SAN FERNANDO,AZUAY,INSCRITA,1712552400000,,10001013,497532,24,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,PIEDRA DE RIO, GAD MUNICIPAL DE SAN FERNANDO
15,GADPMS TUNA,HUAMBOYA,HUAMBOYA,MORONA SANTIAGO,INSCRITA,1764219600000,,90000714,497533,24,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,PIEDRA DE RIO, GAD DE LA PROVINCIA DE MORONA SANTIAGO
8,MINA CHIQUICAHUA 4,AMBATO,PILAGUIN (PILAHUIN),TUNGURAHUA,INSCRITA,1775797200000,,20000686,497534,36,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS, GOBIERNO AUTONOMO DESCENTRALIZADO PROVINCIAL DE TUNGURAHUA
10,LA ESTRELLITA,TULCAN,TULCAN,CARCHI,INSCRITA,1730264400000,,40000928,497535,96,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS, GOBIERNO AUTNOMO DESCENTRALIZADO MUNICIPAL DE TULCAN
8,SANTO DOMINGO GADMA,ARCHIDONA,SAN PABLO DE USHPAYACU,NAPO,TRAMITE,,,100000704,497537,48,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS, GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE ARCHIDONA
9,PIVICHIKTA GADMA,TENA,TENA,NAPO,TRAMITE,,,100000705,497538,48,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS, GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE ARCHIDONA
7,PAKCHA YAKU GADMA,ARCHIDONA,ARCHIDONA,NAPO,TRAMITE,,,100000706,497539,48,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS, GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE ARCHIDONA
7,CHUCCHILAN GADMIP,PUJILI,PUJILI,COTOPAXI,INSCRITA,1710910800000,,20000688,497540,24,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS, GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL INTERCULTURAL DEL CANTON PUJILI 
29,GADPMS SAN MIGUEL DE CUYES,GUALAQUIZA,AMAZONAS,MORONA SANTIAGO,TRAMITE,,,90000715,497541,24,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,PIEDRA DE RIO, GAD DE LA PROVINCIA DE MORONA SANTIAGO
28,GADPMS GUALAQUIZA,GUALAQUIZA,GUALAQUIZA,MORONA SANTIAGO,TRAMITE,,,90000716,497542,24,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,PIEDRA DE RIO, GAD DE LA PROVINCIA DE MORONA SANTIAGO
49,AGUA SUCIA,SANTA ISABEL,CARMEN DE PIJILI,AZUAY,TRAMITE,,EXPLORACION-EXPLOTACION,10001018,497543,,PEQUEÑA MINERIA,CONCESION MINERA,METALICO,ORO, EXPORTADORA AURIFERA S.A. EXPAUSA
4,GADMA MINA Y LA UNION,ATACAMES,ATACAMES,ESMERALDAS,INSCRITA,1727154000000,,40000936,497547,60,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,CASCAJO, GOBIERNO AUTONOMO DECENTRALIZADO MUNICIPAL DE ATACAMES
3,GADMA MINA MUCHIN,ATACAMES,TONCHIGUE,ESMERALDAS,INSCRITA,1719810000000,,40000937,497548,60,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS, GOBIERNO AUTONOMO DECENTRALIZADO MUNICIPAL DE ATACAMES
4,GADMA MINA CASCAJAL,ATACAMES,TONCHIGUE,ESMERALDAS,INSCRITA,1719810000000,,40000938,497549,60,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS, GOBIERNO AUTONOMO DECENTRALIZADO MUNICIPAL DE ATACAMES
1,MINA LLANGAHUA,AMBATO,PILAGUIN (PILAHUIN),TUNGURAHUA,TRAMITE,,,20000690,497550,12,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS, GOBIERNO PROVINCIAL DE TUNGURAHUA
11,GADPZCH LA SAQUEA,ZAMORA,CUMBARATZA,ZAMORA CHINCHIPE,TRAMITE,,,50001560,497551,60,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,CASCAJO, GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PROVINCIAL DE ZAMORA CHINCHIPE
2584,BARONESA,PAQUISHA,"PAQUISHA, CABECERA CANTONAL",ZAMORA CHINCHIPE,INSCRITA,1490590800000,EXPLORACION-EXPLOTACION,500697,497552,360,PEQUEÑA MINERIA,CONCESION MINERA,METALICO,ORO PLATA COBRE, AURELIANMENOR S.A.
5.77895,WASIDADI,CHINCHIPE,CHITO,ZAMORA CHINCHIPE,INSCRITA,1702443600000,EXPLOTACION,50001523,497554,120,MINERIA ARTESANAL,MINERIA ARTESANAL,METALICO,ORO,DIEGO SALVADOR HERRERA MALDONADO
55,RIO NEGRO 24,SANTA ROSA,VICTORIA,EL ORO,TRAMITE,,,30001022,497555,36,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS, GOBIERNO AUTONOMO DESCENTRALIZADO PROVINCIAL DE EL ORO
12,AMBUSHA,PABLO VI,PABLO VI,MORONA SANTIAGO,INSCRITA,1745989200000,,90000722,497557,48,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,CASCAJO, GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE PABLO SEXTO
10,KUNKUT,PABLO VI,PABLO VI,MORONA SANTIAGO,INSCRITA,1745989200000,,90000724,497558,48,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,CASCAJO, GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE PABLO SEXTO
